Text,Actual,Predict,Score,Variant
gan. no. 40 hijau ready..?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hijau']
ready warna pa gan ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
kai ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
warna hitam atau silver ada..?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
"ready, bisa gojek tudei? utk jepang bisa kan?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
hitam 37 ada?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
"gan, ready? tq",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready kak?2 pcs,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gan?mau order 2 gosend bsa?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"ready gan?, bisa utk nintendo switch splatoon 2?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready g. minat nih.,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
warna hitam tp sol yg putih ada barangnya bos?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: hitam', 'warna: putih']"
uk 29 light blue ad,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 29']
yang ini ready 3 pcs gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
18 itu abu ya? ready gak?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"gan yang gambar ke-3, yg batunya hijau kecil-kecil, diameternya brp mm gan?",default fallback intent,ready_kosong_question,0.9657692313194275,['warna: hijau']
"ready kak,? ini langsung pake? gk ush regristrasi kah?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
yang garis2nya ready sis? kalo ready.. tolong buatkan etalase khusus 3.5mt ya sis..,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
uk xxl nya ada brp pcs gan?,default fallback intent,ready_kosong_question,0.9657692313194275,['size: size xxl']
gan paket 1295 ready ??,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready?bisa gojek hari ini?thx,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
motif e ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
barang ready? serius berminat..,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
merah marun ukuran l masih ada kak?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: merah', 'size: size l']"
barang ready kembali kapab gan ?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ready gan size yang no 34?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
gan hitam sama merah ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: hitam', 'warna: merah']"
klo untuk 3 th ukuran / size apa? readykah,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"0,75 ready?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready ni gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
barang ready ? bisa beli satuan gk ??,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
on model itu warna cream ya gan? ini ukurannya besar kan ya bisa buat cowok ?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
warna apa aja k,default fallback intent,ready_kosong_question,0.9657692313194275,[]
no.37 ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
batere m3y ready gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready warna hitam? kualitas bagaimana ya?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
untuk samsung galaxy j5 yg lama ready gak gan ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
xxxl ld 115cm blue ready mba,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
gan rose gold nya ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready.... 250ml (100 lmbr aja dl),ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
utk 27.5 ready gak?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
kalo quilt cover nya bisa order? ukuran 160x210 berapa rupiah y?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
gan mo order untuk 2 sisi pakai foto dari saya bisa ya,default fallback intent,ready_kosong_question,0.9657692313194275,[]
"pink habis smua.. yg ready cuma biru muda, biru tua, ungu tua",default fallback intent,ready_kosong_question,0.9657692313194275,"['warna: biru muda', 'warna: biru', 'warna: ungu']"
ready warna mocca sama pink muda sis,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
readi apa ga gan .?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gan? itu 8gb cmz8gx3m1a1600c9 1keping kan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready kaktinggal warna apa aja,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ukuran 8½ ready gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready navy batik biru?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: navy', 'warna: biru']"
500 pc ready mb?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
masi ready gan ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
maaf ada warna abu-abu nya gak ya?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: abu-abu']
motif 10 en 12 nya ada ready sis?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ungu dan pink ready gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: ungu']
untuk ipad mini warna hitam ready??,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
ukuran 30 ada?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 30']
no. 15 utk oppo a57ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
kak warna silver ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
stick ready gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
gan yg 64bit ready? oya ini aktif selamanya atau cm bbrp waktu?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
hitam ready gan? bisa kirim sekarang?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
"sis, warna dusty pink 40 pcs ada ?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
apakah ada infra merahnya gan? dan apakah bergaransi dr penjual? trims,default fallback intent,ready_kosong_question,0.9657692313194275,[]
black dan navy ready sis??,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: navy']
41 & 42 ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
warna ungu dan hitam ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: ungu', 'warna: hitam']"
yg merah ada?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: merah']
warna ungu ready ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: ungu']
ready gan ? mic nya bisa dilepas ga ya ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready ukuran large,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready kirim via grab instant?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
brng ready kan gan? udh saya order di tunggu ya,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready barangnya mas?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"assalammu'alaikum... boss, utk warna biru, barang ready stock...???",ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: biru']
apa beda matrix garuda merah/putih/dan yg lain2 gan? karna saya liat byk macam2 matrix garudanya gan?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ready ? free ongkir ke jakarta timur?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready? 2 tiket dewasa unt tgl 17 nov 2017?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready boz perdana and paket data internetnya,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
size 5 ready sis?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 5']
ready pink bang,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
warna lain ada gak gan ?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ready karakter apa sist?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ready gan?? klau masalah ukurannya gmna ya gan??,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready ga mau beli skrg?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"siang gan, brgnya ready stock? ukuran yg paling besar ada? berapa inchi ya? makasih",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gan? kirim hr ini by jne?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready uk 42 hitam gan,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['size: size 42', 'warna: hitam']"
ukuran m8 x m8 x 45mm ada gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
little pony pink nya ready kah?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"bose, ini ready dan bisa digojekin ga?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
putih masih ad sis,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: putih']
ready ya gan mau di order ni kalau ready,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
redy gan yg hijau?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hijau']
hitam ready ga sis,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
ini pompanya ready?bisa kirim hari ini bu gosend?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gan 10pcs?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
gan merah ready ga,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: merah']
ini uk 43 ready g?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 43']
sise 38 masih ready kak,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
hello kitty redy?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"warna spt model ,readykah sist?sama warna coklat pemda ready?",ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: cokelat']
yg e ready gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gan sebelah kiri agya 2013,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
yang ready warna apa aja kak ?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
maroon 2 ada?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: maroon']
ready size 41?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 41']
"gan, ready kah yg warna putih?",ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: putih']
"yang merah ready, sist?",ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: merah']
ready dan garansikah?kapasitas 3000mah?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
warna gold/black buat vario cbs 110 ready gan ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
biru n hijau ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: biru', 'warna: hijau']"
barang ready gan ukuran 40,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 40']
barang ready? bisa gojek hr ini? kl pake e5577 yg hitam no logo tetep ganti imei ya?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
"abu"" ready yg uk 44?",ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 44']
"ready 27,31,32??",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"ready berapa kak,,yang putih?",ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: putih']
ready gan? ini full set? baru apa bekas yah gan? kok harganya miring sekali. thanks,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
semua msh ready,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
cokelat size 36 ready sob ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: cokelat', 'size: size 36']"
warna merah uk 43 ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: merah', 'size: size 43']"
blacknya ready om? kirim ke jaksel kira2 brp lama ya?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gan? pengiriman plg akhir jam berapa ya?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
mau 2 botol ready ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
sisa warna apa gan?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
ready gk bos brng nya yg wrna hijau stabilo,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hijau']
ready? masa aktif?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
stok warna silver ready gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
3bh british flag ready?bisa gojek hari ini?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ukuran l ready kka?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size l']
warna putih 2pc ready? bisa dgn gojek?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: putih']
halo ini udah ready blm ya? thx,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
1 lagi kak ini ready kak?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
maaf stock ready gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready siss,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ini ready gak ? aku liat di ig ada yg imperial blue rooster ready gak ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
agaan...numpang cek stock. yg uk xl.....adakah ??,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ini barangnya ready ga ya sis?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
barang 2 batang ready gan,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready list apa ka?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
yg black diamond merah ada gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: merah']
ready tuttifruty? ada produk echinacea juga ga?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"barang ready?, lama sablon brp hari om?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
yg warna hitam ready ga,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
gambar 1 ukuran m ready gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size m']
mk 44 msh ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
redy cw 30 gak?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gan 650 watt?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
warna coklat ready om?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: cokelat']
readykah batt bm44 ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"ready kak? misal sudah terpakai 1 domain, kemudian kita tutup domain tersebut, apakah bisa dipakai lagi ke domain baru?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready. besok. uda dikantor..,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready?bisa gojek hari ini?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
om ini ready gak?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
tepung ubi ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
om ini udah ready blm buat s8+,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
no. 5 dan 9 ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gambar 2,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
merah ready sist?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: merah']
mbak ada gak baju adat nya warna biru muda buat anak 8 tahun mbak?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: biru muda']
ready warna navy ga?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: navy']
nh ready gk ka?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
xl ready ka,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"ready kaka, resi malam terimakasih kak",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready v5 121?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ukuran l ready gan ya?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size l']
ready gan 1 box,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
saya yg td pm lewat ig. ini ready stock kan ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ukuran 32/33 da?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
apakah ready stok 43,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready yang angka berapa?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
siap ^^,default fallback intent,ready_kosong_question,0.9657692313194275,[]
hitam polos ready gan?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hitam']
ready bos 2? pengiriman kapn?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready 5 piece?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready stok? asli lego atau kw?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
yg double kipas ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready? ini yg prime ya? paking pakai apa?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ini warnanya biru muda? ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: biru muda']
120x200 ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready 4 bungkus?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
barang ready 3pcs?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
size 40 ready nda gan...,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 40']
stocknya ready apa aja? bisa kirim pake gojek kan?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
merah ready? bisa gojek hri ini?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: merah']
ready ukuran apa gan ?,default fallback intent,ready_kosong_question,0.9657692313194275,[]
gan yg ready size xxl warna apa aja?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size xxl']
ready ga mbak?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
lensa miror bukan? biru ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: biru']
hijau 41 ada stock gak?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: hijau']
"gan, warna hitam misty, navy misty sama putih misty size l ready?",ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: hitam', 'warna: navy', 'warna: putih', 'size: size l']"
roda nya ready gan,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"gan, ready wrn putih?? bisa langsung krm skrg pake gojek?",ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: putih']
gan ready sesuai deskripsi warnanya ?farishyalma,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
kak ini size 29 ready,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 29']
green untuk 6m ready ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
grey dan brown ready sis ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ada paket yang isi 2pcs utnuk ukuran 60x20x4 ga?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"bang, yang ini ready? ada warna apa aja skrg.",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready gan silahkan di order bisa gojek,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
34 yang blue masih ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
foto ke 4 superman .yg ad tulisan man of steel ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
size 12 ready sist ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size 12']
gan ini hitam sz 40 ready dan yg brown nya size 41??sya order skrg gan,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['warna: hitam', 'size: size 40']"
ukuran 3 tahun ready?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ukuran 43 grey list navy msh ada?,ready_kosong_question,ready_kosong_question,0.9657692313194275,"['size: size 43', 'warna: navy']"
size xl warna persis kyak yg di ft ready gan,ready_kosong_question,ready_kosong_question,0.9657692313194275,['size: size xl']
kalo ini ready gan? gojek?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
ready wrna merah?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: merah']
bening ready ka,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
tas ts000048 ( warna biru tua/ navy)ready ga say ?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: biru']
ready stock 3 unit?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
merah 37 ready ga?,ready_kosong_question,ready_kosong_question,0.9657692313194275,['warna: merah']
ready? kalau kirim ke tanggerang pakai go jack bisa hari ini?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
kupler untuk marauder import stoknya ada om?,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
"siang saya direkomendasikan oleh pak imron, ready ya 2dus tsweet tartlet ukuran standar?",ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
bms004 ready gan??,ready_kosong_question,ready_kosong_question,0.9657692313194275,[]
